Lobbyist,Client,Position,Start date,End date,Bill #,Subject
"Wood, Andrew T.",Colorado BioScience Association,Supporting,02/09/2024,04/26/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"Woodhouse, Caroline",Colorado BioScience Association,Supporting,02/09/2024,04/26/2024,SB24-124,Health-Care Coverage for Biomarker Testing
Colorado Legislative Strategies,AMGEN,Supporting,02/09/2024,04/24/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"LAYTON, MELANIE M.",AMGEN,Supporting,02/09/2024,04/24/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"TRAYLOR, KATHLEEN K.",AMGEN,Supporting,02/12/2024,04/24/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"VORTHMANN, GARIN",AMGEN,Supporting,02/09/2024,04/24/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"Wood, Andrew T.",Amgen,Supporting,02/09/2024,04/24/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"Woodhouse, Caroline",Amgen,Supporting,02/09/2024,04/24/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"Howes, Angela Baker",Merck Sharpe & Dohme Corporation,Supporting,02/14/2024,04/24/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"Marchese, Anastasia Elizabeth",American Cancer Society Cancer Action Network,Supporting,02/01/2024,03/18/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"Marchese, Anastasia Elizabeth",American Cancer Society Cancer Action Network,Supporting,03/01/2024,03/18/2024,SB24-124,Health-Care Coverage for Biomarker Testing
"Ward, Taylor Blake",Colorado Department of Public Health and Environment,,02/01/2024,08/12/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Hebeler & Hamilton, Inc.","American College of Emergency Physicians, Colorado Chapter",Monitoring,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Gold Leaf Strategies, LLC",CVS Health,Amending,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Furman, Daniel","Cigna Corporate Services, LLC",Opposing,03/04/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Hall & Evans, LLC","Cigna Corporate Services, LLC",Opposing,03/04/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Snow, Erin E","Cigna Corporate Services, LLC",Opposing,03/04/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Wager, Jacob W","Cigna Corporate Services, LLC",Opposing,03/06/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Arnold, Brandon",Colorado Association of Health Plans,Opposing,02/12/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"JLH Consulting & Public Affairs, LLC",Colorado Association of Health Plans,Opposing,02/12/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Cherry Point Strategies,Colorado Chapter College of Emergency Physicans,Monitoring,02/11/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Adam, Fox Bennett",Colorado Consumer Health Initiative,Supporting,02/12/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Cruz, Isabel Ariel",Colorado Consumer Health Initiative,Supporting,02/12/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Capitol Focus, LLC",Colorado Employer Benefit Trust,Monitoring,02/06/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Gates, Landon",Colorado Employer Benefit Trust,Monitoring,02/06/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Herzberg, Brock",Colorado Employer Benefit Trust,Monitoring,02/06/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Colorado Hospital Association,Supporting,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"BRANDEBERRY, JENIFER",Colorado Hospital Association,Supporting,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Frazier, Bridget",Colorado Hospital Association,Supporting,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"MCKENNA, JULIE",Colorado Hospital Association,Supporting,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Mizer, Susanna",Colorado Hospital Association,Supporting,02/11/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Cherry Point Strategies,Colorado Medical Society,Monitoring,02/11/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Cherry Point Strategies,Colorado Orthopedics Society,Monitoring,02/11/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Allen, Jimmy",Colorado Professional Firefighters,Monitoring,01/24/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Erb Zager, Kelly",Colorado Rural Health Center,Monitoring,03/11/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Gall, Amanda Leigh",Colorado State Fire Chiefs,Supporting,02/13/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Hodge, Adeline Elisabeth",Colorado State Fire Chiefs,Supporting,02/13/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Meridian Public Affairs LLC,Colorado State Fire Chiefs,Supporting,02/13/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
REES CONSULTING AND PUBLIC AFFAIRS,Common Spirit,Supporting,03/07/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Denver Health,Denver Health,Monitoring,02/06/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Orrange Political Strategies, LLC","Elevance Health, and its Affiliates dba Anthem, Inc.",Opposing,02/12/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"WEISS, REBECCA L","Elevance Health, and its Affiliates dba Anthem, Inc.",Opposing,02/12/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Howes, Christopher Daniel",Emergency Medical Services Association of Colorado,Supporting,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Wolf, Kathryn",Emergency Medical Services Association of Colorado,Supporting,02/01/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Monitoring,02/21/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Monitoring,02/21/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Monitoring,02/21/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Berry, Travis David",KAISER PERMANENTE,Amending,02/14/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Politicalworks,KAISER PERMANENTE,Amending,02/14/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Groves, Shannon E",Kaiser Foundation Health Plan,Amending,02/14/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
G BERRY CORP,MESA COUNTY GOVERNMENT,Monitoring,02/23/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"TRIMPA, TED J.",National Association of Mutual Insurance Companies,Monitoring,02/05/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Trimpa Group,National Association of Mutual Insurance Companies,Monitoring,02/05/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"3015 Policy Center, Ltd.",South Metro Fire Rescue,Supporting,01/15/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Criswell, Dianne M.",Special District Association of Colorado,Supporting,02/13/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"HUDSON, LARRY G.",Special District Association of Colorado,Supporting,02/16/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"VALDEZ, MICHAEL A",Special District Association of Colorado,Supporting,02/13/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Cook, Mariah Catherine",UC Health,Monitoring,02/14/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Sewald Hanfling Public Affairs,UC Health,Monitoring,02/14/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Sewald, R.D.",UCHealth,Monitoring,02/15/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"TIBBALS, KAYLA",United Health Care/United Health Group,Opposing,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"O'Connell, Daniel T.","United HealthCare Services, Inc.",Opposing,02/09/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Westerson, Caitlin",United States of Care Action,Supporting,02/27/2024,06/30/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Riester, Jefferey",Colorado Department of Law,,02/01/2024,05/31/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Ewing, Joshua",Colorado Hospital Association,Supporting,02/09/2024,05/16/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Young, Saskia",Colorado Association of Health Plans,Opposing,02/12/2024,05/15/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Stonner, Hope Alina",Colorado Consumer Health Initiative,Supporting,02/12/2024,05/08/2024,HB24-1218,Ground Ambulance Service Rates & Billing
Mutch Government Relations,Falck Rocky Mountain,Supporting,02/06/2024,05/08/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Weaver Strategies, LLC",US of Care Action,Monitoring,02/27/2024,05/08/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"The Capstone Group, LLC",Global Medical Response,Supporting,02/05/2024,03/19/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Vanderburg, Jeannie",Global Medical Response,Supporting,02/05/2024,03/19/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Wager, Jacob W","Cigna Corporate Services, LLC",Amending,02/12/2024,03/06/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Furman, Daniel","Cigna Corporate Services, LLC",Amending,02/12/2024,03/04/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Hall & Evans, LLC","Cigna Corporate Services, LLC",Amending,02/12/2024,03/04/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Snow, Erin E","Cigna Corporate Services, LLC",Amending,02/12/2024,03/04/2024,HB24-1218,Ground Ambulance Service Rates & Billing
"Virtual Operations, LLC",Acupuncture Association of Colorado,Monitoring,02/03/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
Emma Hudson Consulting LLC,Alliance,Supporting,02/02/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Kyle, MPA, CAE, Henry C",COALITION FOR MEDICAL REFORM,Monitoring,02/24/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
Capitol Success Group,COLO BEHAVIORAL HEALTHCARE COUNCIL,Supporting,02/06/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"JOHNSON, JERALD B",COLO MEDICAL SOCIETY,Monitoring,01/29/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Frontline Public Affairs (Miles Consulting, Inc.)",COLORADO COMMUNITY HEALTH NETWORK,Supporting,03/05/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"MILES, JENNIFER L",COLORADO COMMUNITY HEALTH NETWORK,Supporting,03/05/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
OnTheBallot Consulting,COMBINE,Supporting,02/05/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Sonn, Edie",Colorado Behavioral Healthcare Council,Supporting,02/02/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
Swift Strategies LLC,Colorado Behavioral Healthcare Council,Supporting,02/06/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
Cherry Point Strategies,Colorado Chapter College of Emergency Physicans,Monitoring,02/11/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Anderson, Polly",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Brooks, Stephanie",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"McElwain, Kate",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Preuss, Shoshi",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Ward, Lisa Ann",Colorado Community Health Network,Supporting,03/05/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Reiskin, Julie Anne",Colorado Cross-Disability Coalition,Supporting,01/25/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Bogen, Josh Stefan",Colorado Dental Association,Supporting,02/26/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Labadie, Jon Michael",Colorado Dental Association,Supporting,02/26/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
Michael Best Strategies,Colorado Dental Association,Supporting,02/26/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Skiles, Wesley",Colorado Dental Association,Supporting,02/26/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Colorado Hospital Association,Supporting,02/09/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"BRANDEBERRY, JENIFER",Colorado Hospital Association,Supporting,02/09/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Frazier, Bridget",Colorado Hospital Association,Supporting,02/09/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"MCKENNA, JULIE",Colorado Hospital Association,Supporting,02/09/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Mizer, Susanna",Colorado Hospital Association,Supporting,02/11/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
Cherry Point Strategies,Colorado Medical Society,Monitoring,02/11/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Kyle, MPA, CAE, Henry C",Colorado Placement & Referral Alliance,Monitoring,02/24/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Frontline Public Affairs (Miles Consulting, Inc.)",Colorado Providers Association,Supporting,02/01/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"MILES, JENNIFER L",Colorado Providers Association,Supporting,02/01/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Ward, Lisa Ann",Colorado Providers Association,Supporting,02/01/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"HUDSON, LARRY G.",Comfort Dental,Monitoring,01/31/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Kyle, MPA, CAE, Henry C",Golden Gate Manor Transportation,Monitoring,01/29/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Groves, Shannon E",Kaiser Foundation Health Plan,Monitoring,03/19/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
G BERRY CORP,LEADING AGE COLORADO,Monitoring,02/02/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"HUDSON, LARRY G.",RELX Inc.,Monitoring,01/31/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Mendez, Barkis and Associates",RxPlus Pharmacies,Monitoring,01/31/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Mendez, Florangel M",RxPlus Pharmacies,Monitoring,01/31/2024,06/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Wilde, Aubrey Lynn",Colorado Coalition for the Homeless,Supporting,02/06/2024,05/31/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Donlin, Johanna Michelle",Colorado Department of Health Care Policy and Financing,,06/01/2024,05/31/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Ewing, Joshua",Colorado Hospital Association,Supporting,02/09/2024,05/16/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Weaver Strategies, LLC",Colorado Springs Chamber & EDC,Monitoring,02/02/2024,05/08/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Snyder, Lauren Kristine",Mental Health Colorado,Supporting,02/13/2024,05/08/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Donlin, Johanna Michelle",Colorado Department of Health Care Policy and Financing,,01/01/2024,04/30/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Aponte Public Affairs, Inc.",Colorado Association of Medical Equipment Services (CAMES),Amending,01/30/2024,01/31/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"BUSAM, EDIE A",Colorado Association of Medical Equipment Services (CAMES),Amending,01/30/2024,01/31/2024,HB24-1146,Medicaid Provider Suspension for Organized Fraud
"Ward, Taylor Blake",Colorado Department of Public Health and Environment,,01/01/2024,08/12/2024,SB24-086,Breast Cancer Screening Fund Transfer
"Ours, Ronald Jacob",American Cancer Society Cancer Action Network,Supporting,02/01/2024,06/30/2024,SB24-086,Breast Cancer Screening Fund Transfer
Emma Hudson Consulting LLC,Chronic Care Collaborative,Supporting,02/11/2024,06/30/2024,SB24-086,Breast Cancer Screening Fund Transfer
"Cook, Mariah Catherine",Colorado Women's Chamber of Commerce,Supporting,01/29/2024,06/30/2024,SB24-086,Breast Cancer Screening Fund Transfer
"Hanfling, Josh",Colorado Women's Chamber of Commerce,Supporting,02/01/2024,06/30/2024,SB24-086,Breast Cancer Screening Fund Transfer
Sewald Hanfling Public Affairs,Colorado Women's Chamber of Commerce,Supporting,01/29/2024,06/30/2024,SB24-086,Breast Cancer Screening Fund Transfer
"Sewald, R.D.",Colorado Women's Chamber of Commerce,Supporting,01/31/2024,06/30/2024,SB24-086,Breast Cancer Screening Fund Transfer
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Pfizer,Monitoring,02/12/2024,06/30/2024,SB24-086,Breast Cancer Screening Fund Transfer
